或,0.008427233393937274,灼灼,xianqin
仲雍揚,0.008417268359170527,灼灼,xianqin
春色,0.008408557180204687,灼灼,xianqin
足下,0.008389184383962103,灼灼,xianqin
玄曠,0.008378155632200858,灼灼,xianqin
內然,0.00837511394609106,灼灼,xianqin
德秀,0.008363247016330655,灼灼,xianqin
一山,0.008326336416251964,灼灼,xianqin
日,0.008282859836401443,灼灼,xianqin
三年,0.00828177651847439,灼灼,xianqin
華繁玉振,0.008267978311105909,灼灼,xianqin
馥,0.008236755812942803,灼灼,xianqin
近,0.008230394010357097,灼灼,xianqin
遵厥猷,0.008208778581107834,灼灼,xianqin
廣文,0.008198210305238048,灼灼,xianqin
選作,0.008181382304060937,灼灼,xianqin
如瓊,0.008169007757476926,灼灼,xianqin
駭,0.008094323973088634,灼灼,xianqin
覺鬱然,0.008065925592709054,灼灼,xianqin
皆,0.008058414938892236,灼灼,xianqin
星河,0.008049534223483866,灼灼,xianqin
㸔,0.007995872940371528,灼灼,xianqin
相對,0.007995030867455353,灼灼,xianqin
眠,0.007986829804749736,灼灼,xianqin
戲,0.0079742065833378,灼灼,xianqin
哀,0.00797023654393018,灼灼,xianqin
王羲之,0.007941756721819956,灼灼,xianqin
崇,0.00791069684287567,灼灼,xianqin
含暉,0.007899716355067862,灼灼,xianqin
鮮,0.007835966329548184,灼灼,xianqin
豈,0.007824174265616286,灼灼,xianqin
零,0.007815492959570357,灼灼,xianqin
姿忽驚,0.007801944912451002,灼灼,xianqin
人行,0.007793897897489174,灼灼,xianqin
出,0.007771101284578602,灼灼,xianqin
之容鬱,0.007770512920652876,灼灼,xianqin
晴,0.007769022872150394,灼灼,xianqin
悲高,0.007744606642016523,灼灼,xianqin
名園,0.007742891449995017,灼灼,xianqin
偏宜,0.00774209912144639,灼灼,xianqin
笳,0.007727150064973845,灼灼,xianqin
消息,0.00772570932815032,灼灼,xianqin
之津,0.0077250820547596554,灼灼,xianqin
凋,0.0077190827725863945,灼灼,xianqin
初學,0.007715889999318697,灼灼,xianqin
窓,0.0077068579085256,灼灼,xianqin
率土,0.007686456159132654,灼灼,xianqin
忽哉,0.007686332557152732,灼灼,xianqin
播聲,0.00768553000895185,灼灼,xianqin
帝,0.007679057762580151,灼灼,xianqin
忽,0.007676780905176608,灼灼,xianqin
翩翩,0.007671540921422493,灼灼,xianqin
寒無,0.007633095222076722,灼灼,xianqin
淚,0.00762804280218896,灼灼,xianqin
義邁,0.007606993252530041,灼灼,xianqin
雲,0.00759940359074841,灼灼,xianqin
幸乎,0.007553504489885549,灼灼,xianqin
枝葉,0.007513768533031789,灼灼,xianqin
軺,0.007482454641807366,灼灼,xianqin
輦,0.007480778933823297,灼灼,xianqin
反樂,0.007434922725631505,灼灼,xianqin
河陽令,0.007432238613867837,灼灼,xianqin
陰兮氣,0.007429562942263256,灼灼,xianqin
粲,0.007408074038337604,灼灼,xianqin
宋梅堯臣,0.0073836404247516535,灼灼,xianqin
寍,0.007338570266920714,灼灼,xianqin
不得,0.007336825764743893,灼灼,xianqin
秋海棠,0.007311783523647119,灼灼,xianqin
綠葉臻,0.0072940035465031815,灼灼,xianqin
嵗,0.007248150371485946,灼灼,xianqin
朞,0.007217399874101266,灼灼,xianqin
溰,0.007196268649068113,灼灼,xianqin
有言,0.007175081258571601,灼灼,xianqin
明明,0.007159724507419251,灼灼,xianqin
溫寒,0.0071422649682597915,灼灼,xianqin
-,0.007124992610970314,灼灼,xianqin
望波際,0.0071065706982447185,灼灼,xianqin
自圓,0.007057581205891147,灼灼,xianqin
今日,0.0070352626855765925,灼灼,xianqin
鈎,0.007010028317697376,灼灼,xianqin
色,0.007002693220955569,灼灼,xianqin
相望,0.006995359486529834,灼灼,xianqin
芙蓉,0.006987449318196241,灼灼,xianqin
諸王,0.0069783256946545115,灼灼,xianqin
滿月,0.006965785935379268,灼灼,xianqin
後,0.006924146632240087,灼灼,xianqin
自有,0.006923221160597849,灼灼,xianqin
𠋣,0.006914944922228021,灼灼,xianqin
露,0.006911603601837293,灼灼,xianqin
而後逆者,0.006906828725414448,灼灼,xianqin
荷花,0.006900039501223353,灼灼,xianqin
落日,0.006891246968312822,灼灼,xianqin
儦,0.006854000676633224,灼灼,xianqin
臻,0.006817608493978806,灼灼,xianqin
水中,0.006811414267267838,灼灼,xianqin
陽,0.0068080875276499446,灼灼,xianqin
濵,0.0067868226604591644,灼灼,xianqin
等,0.0067857891624249714,灼灼,xianqin
亦,0.006780100379137286,灼灼,xianqin
芬葩,0.00677755005372911,灼灼,xianqin
縈,0.006764182559260153,灼灼,xianqin
祠,0.006762163685665766,灼灼,xianqin
熾長,0.006751541180815338,灼灼,xianqin
一作,0.006729907952895405,灼灼,xianqin
西王,0.00665791109759242,灼灼,xianqin
何彼,0.0066542588396109065,灼灼,xianqin
之物,0.006645365471146276,灼灼,xianqin
詠,0.0066342191524280504,灼灼,xianqin
瑞,0.006622292773338205,灼灼,xianqin
風神,0.006599111056176814,灼灼,xianqin
良人,0.006592528824041305,灼灼,xianqin
苑,0.006571266379843076,灼灼,xianqin
艶,0.006558324488590671,灼灼,xianqin
隨買花,0.006553317477456716,灼灼,xianqin
𠑽,0.0065421545985482775,灼灼,xianqin
衣服,0.006524476416872378,灼灼,xianqin
宜其,0.006524278777229581,灼灼,xianqin
大厦,0.006514704886099585,灼灼,xianqin
東西遙,0.00650861415493674,灼灼,xianqin
半開,0.006491843820838905,灼灼,xianqin
於,0.006436583968991477,灼灼,xianqin
飄,0.006404805998333062,灼灼,xianqin
桃賦,0.0063815374312735035,灼灼,xianqin
青,0.006367312905143631,灼灼,xianqin
九日,0.006337938782670315,灼灼,xianqin
紫,0.006328798021163595,灼灼,xianqin
昴,0.006317913169832117,灼灼,xianqin
幽,0.006277698656424525,灼灼,xianqin
哭,0.006255964397988132,灼灼,xianqin
詩紀云,0.0062542145577496,灼灼,xianqin
未識角,0.006204599137917412,灼灼,xianqin
萬,0.006198704334397904,灼灼,xianqin
適寒溫,0.006197547439786837,灼灼,xianqin
京師,0.006177809862764492,灼灼,xianqin
以,0.006175829158012599,灼灼,xianqin
善,0.006170794281470813,灼灼,xianqin
我見,0.006090307133647276,灼灼,xianqin
詩,0.006089238758705829,灼灼,xianqin
宋,0.006066267948129068,灼灼,xianqin
别開,0.006051661398214877,灼灼,xianqin
丹砂,0.006031890787479216,灼灼,xianqin
爭,0.00597260624903406,灼灼,xianqin
殊常功,0.005964963604309248,灼灼,xianqin
沼兮載,0.005932045558382598,灼灼,xianqin
雲霄,0.005925256894372677,灼灼,xianqin
諺云,0.0059106505313571344,灼灼,xianqin
庶,0.0059058650769963,灼灼,xianqin
夀,0.005900152096960282,灼灼,xianqin
荇,0.005848013652234155,灼灼,xianqin
磊落,0.005847148486966246,灼灼,xianqin
蛾眉,0.005831678402225649,灼灼,xianqin
神,0.005825185492253917,灼灼,xianqin
俾,0.0057999797836835905,灼灼,xianqin
列,0.005752360838819082,灼灼,xianqin
軍傳,0.00572171398556234,灼灼,xianqin
𡚖,0.005719509374164851,灼灼,xianqin
紫烟,0.005699955436620826,灼灼,xianqin
田,0.0056531220929006915,灼灼,xianqin
杜公瞻,0.005632539538300538,灼灼,xianqin
三十,0.0056273156050007855,灼灼,xianqin
靡靡,0.005618910830818731,灼灼,xianqin
清幽,0.005615699310287912,灼灼,xianqin
興,0.005615545062302803,灼灼,xianqin
食千顆,0.005522315533625844,灼灼,xianqin
之著,0.00552179165331569,灼灼,xianqin
灼,0.005521357777427881,灼灼,xianqin
彗湛若,0.005512113508308303,灼灼,xianqin
一百,0.005507457611713423,灼灼,xianqin
差池,0.0054958438994644945,灼灼,xianqin
隋書,0.005476410598516767,灼灼,xianqin
可作,0.005469648893656152,灼灼,xianqin
人,0.00546735395366174,灼灼,xianqin
仰,0.005437750065371466,灼灼,xianqin
𤼵,0.005437430680923459,灼灼,xianqin
翹,0.005429766322206408,灼灼,xianqin
暑尚,0.005428179973897935,灼灼,xianqin
阿那,0.005385192067856183,灼灼,xianqin
珊瑚,0.005384945061045656,灼灼,xianqin
婦人,0.005377264210821402,灼灼,xianqin
當軒織,0.005361677329390936,灼灼,xianqin
2,0.005342953839723453,灼灼,xianqin
服斯九,0.005331949190350185,灼灼,xianqin
脩,0.005320682218815513,灼灼,xianqin
時相,0.0053196158192096105,灼灼,xianqin
治其本,0.005311495042682573,灼灼,xianqin
雅淡,0.00528288109835366,灼灼,xianqin
老,0.0052671160876729605,灼灼,xianqin
愛,0.005265534906542186,灼灼,xianqin
早柯,0.005259799842829345,灼灼,xianqin
鄒風,0.00523382257693127,灼灼,xianqin
含笑,0.005225594997857587,灼灼,xianqin
李将,0.005208415511955965,灼灼,xianqin
潺湲,0.005196498868649384,灼灼,xianqin
繡,0.00519422512821211,灼灼,xianqin
一切,0.00519100320009156,灼灼,xianqin
青天,0.005190967897097027,灼灼,xianqin
幕,0.005187724963791833,灼灼,xianqin
榮,0.005184583159626134,灼灼,xianqin
㓜,0.005180566796114338,灼灼,xianqin
君,0.005179797401369541,灼灼,xianqin
詠蘭擬,0.005176364807013254,灼灼,xianqin
織芭籬,0.00512325206708401,灼灼,xianqin
顛光,0.005111900652984135,灼灼,xianqin
天一,0.00510947561323763,灼灼,xianqin
初學記,0.005105823968948437,灼灼,xianqin
從宴,0.005091843039070702,灼灼,xianqin
天皮,0.0050747639909974485,灼灼,xianqin
出震,0.005073610186478003,灼灼,xianqin
桃李不言,0.0050673060996096,灼灼,xianqin
凝珠,0.005053003951261519,灼灼,xianqin
之著天,0.00505030368663439,灼灼,xianqin
之華筵,0.005041160895949821,灼灼,xianqin
楊柳,0.0050168907968788385,灼灼,xianqin
庇,0.00501006624845257,灼灼,xianqin
盛哉,0.004990366864023195,灼灼,xianqin
迢遞,0.004973328037560857,灼灼,xianqin
　,0.004966464532872637,灼灼,xianqin
從,0.004955247503604521,灼灼,xianqin
再燭,0.004948514507748254,灼灼,xianqin
始,0.004928319969818739,灼灼,xianqin
種於,0.004911893177057881,灼灼,xianqin
探通,0.004850208993000492,灼灼,xianqin
龍陽,0.004840264507849253,灼灼,xianqin
勻圓,0.004817051530889911,灼灼,xianqin
白石,0.004808656452166806,灼灼,xianqin
接贄,0.0047879691707244185,灼灼,xianqin
浸此熙,0.004778238733374237,灼灼,xianqin
核生芽,0.004775942968044482,灼灼,xianqin
適寒,0.0047741332005538945,灼灼,xianqin
蝶,0.004772111317862937,灼灼,xianqin
稀少,0.004769424528297506,灼灼,xianqin
徳池,0.004748679152240633,灼灼,xianqin
熒煌,0.004741570808067368,灼灼,xianqin
贊,0.004740168888584619,灼灼,xianqin
下自成蹊,0.0047216054625663405,灼灼,xianqin
飛聲,0.0046659708525507125,灼灼,xianqin
已謝,0.004646373912835285,灼灼,xianqin
不同,0.004625654043193374,灼灼,xianqin
乾菜,0.004625052981829983,灼灼,xianqin
詩紀,0.004613153243014904,灼灼,xianqin
㫄,0.004603370975674368,灼灼,xianqin
櫱,0.004587281788111106,灼灼,xianqin
報罷,0.004569474926602128,灼灼,xianqin
彼姝女,0.0045658072370304515,灼灼,xianqin
英,0.0045470762822108915,灼灼,xianqin
二十九,0.004509379565323925,灼灼,xianqin
有情,0.004500184344099268,灼灼,xianqin
歡,0.004486125961109039,灼灼,xianqin
欲,0.004465582281954313,灼灼,xianqin
天,0.0044643395617491345,灼灼,xianqin
之麗,0.004445829193514767,灼灼,xianqin
云云,0.0044299695976589785,灼灼,xianqin
長,0.004426249495370203,灼灼,xianqin
方,0.00442093536434598,灼灼,xianqin
日暮,0.004415732937952777,灼灼,xianqin
契,0.004407376772442978,灼灼,xianqin
相映,0.004402162325042862,灼灼,xianqin
秋草,0.004397420238581312,灼灼,xianqin
吐曜爛,0.004375761396059976,灼灼,xianqin
朱夏,0.004311658504831298,灼灼,xianqin
吴,0.004281172867525542,灼灼,xianqin
穢,0.004280224844721471,灼灼,xianqin
火炎,0.004274509169188786,灼灼,xianqin
其,0.004258564696351445,灼灼,xianqin
茝,0.0042558524372824135,灼灼,xianqin
古詞,0.004228421836285765,灼灼,xianqin
桃著,0.0042229589249220606,灼灼,xianqin
流水,0.004218629505877692,灼灼,xianqin
患,0.004206150054408523,灼灼,xianqin
二首,0.004187619676041431,灼灼,xianqin
首玉為,0.004186387064356016,灼灼,xianqin
揚曄,0.004178625008981001,灼灼,xianqin
更,0.004167763801469631,灼灼,xianqin
趙,0.004165910510027593,灼灼,xianqin
命,0.004149018512561215,灼灼,xianqin
綵,0.004132352513053231,灼灼,xianqin
巍巍,0.004114854329089242,灼灼,xianqin
妦,0.004095898602389571,灼灼,xianqin
宜然,0.004089355207791184,灼灼,xianqin
王迹,0.0040804699913330085,灼灼,xianqin
collocate,value,ideo,period
灼灼,0.30424761027304975,灼灼,yuan
。,0.10153679536402785,灼灼,yuan
，,0.09865113020673133,灼灼,yuan
夭夭,0.04633141998321433,灼灼,yuan
離離,0.04507913639544714,灼灼,yuan
桃之夭夭,0.038820330839407884,灼灼,yuan
葵,0.031837167249331985,灼灼,yuan
面對,0.031066685665002435,灼灼,yuan
其華,0.030899505400400006,灼灼,yuan
欄邊,0.03062899734147449,灼灼,yuan
遮詩,0.030100036717957204,灼灼,yuan
紅綻,0.029776635933634395,灼灼,yuan
皇居帝,0.02924780650630311,灼灼,yuan
滿縣,0.02881396054265997,灼灼,yuan
宜家,0.028529041643554975,灼灼,yuan
灣灣,0.02810729758182734,灼灼,yuan
其華易林,0.02806249774055385,灼灼,yuan
錦莫周,0.027994390214781693,灼灼,yuan
詩濯,0.02779574830753828,灼灼,yuan
闕開,0.027561418218164987,灼灼,yuan
𩄇,0.026819231409265665,灼灼,yuan
春桃,0.026642554946795318,灼灼,yuan
花開,0.026509044810786152,灼灼,yuan
開紅春,0.02627468691504881,灼灼,yuan
結實夏,0.02599990198438521,灼灼,yuan
下水,0.02578720296386246,灼灼,yuan
平分,0.02548411487049857,灼灼,yuan
熱無,0.025289125397170348,灼灼,yuan
禛,0.02515290008119572,灼灼,yuan
耳目,0.025088331879640588,灼灼,yuan
生華季,0.02502843019216914,灼灼,yuan
傍蓮池,0.024970567148552728,灼灼,yuan
延陵,0.024890992322983602,灼灼,yuan
光諸華,0.02472908075111603,灼灼,yuan
秩假,0.024260892460230426,灼灼,yuan
紅榴吐何,0.0242570601181745,灼灼,yuan
寵其,0.024150436351008747,灼灼,yuan
出汗,0.02400180525135808,灼灼,yuan
依依,0.023885742015567826,灼灼,yuan
寒無,0.023675163127089633,灼灼,yuan
勞效,0.023589931740438688,灼灼,yuan
王迹,0.023574686905417506,灼灼,yuan
中而,0.023438805780887376,灼灼,yuan
朱實繁,0.023409472125582663,灼灼,yuan
錯碧流堂,0.023407012698712724,灼灼,yuan
穆穆,0.023362555071232274,灼灼,yuan
丹華吐日,0.02319024018901952,灼灼,yuan
佳氣,0.02317052340254633,灼灼,yuan
寒温,0.02305802270941352,灼灼,yuan
心娱,0.022955327776770472,灼灼,yuan
優,0.022934645673960932,灼灼,yuan
愛棲趾,0.022928732584783937,灼灼,yuan
時鳥鳴,0.02283964137361888,灼灼,yuan
則或階之,0.022804713298949807,灼灼,yuan
繁星,0.02277498980078055,灼灼,yuan
花元,0.022440655985262875,灼灼,yuan
翠葉,0.022423840119751372,灼灼,yuan
朱華煒,0.022310952379116424,灼灼,yuan
春辭,0.022244125160076043,灼灼,yuan
寒,0.022207801739854652,灼灼,yuan
頹陽九帝,0.02216303316386129,灼灼,yuan
不,0.022104537148962714,灼灼,yuan
柳細,0.02204225555619534,灼灼,yuan
其波,0.021959456371896093,灼灼,yuan
嚶嚶,0.021892187481020155,灼灼,yuan
臥歸島,0.021615277957830557,灼灼,yuan
珠玉,0.021444227501226227,灼灼,yuan
逐漪,0.021442908898223492,灼灼,yuan
］,0.021437717247855762,灼灼,yuan
［,0.021362273073781277,灼灼,yuan
以踐,0.021205356515895512,灼灼,yuan
別後無餘事,0.02118354612649938,灼灼,yuan
逶,0.02117961167395138,灼灼,yuan
孤獨,0.02115443933040227,灼灼,yuan
駭動,0.02112547839034897,灼灼,yuan
華敷,0.02109505142305188,灼灼,yuan
、,0.02096238848095362,灼灼,yuan
蓁蓁,0.02088856819401522,灼灼,yuan
樞要,0.020868091339818005,灼灼,yuan
暑,0.02086312129150246,灼灼,yuan
城外,0.02078050176760035,灼灼,yuan
芳日,0.020776841448568593,灼灼,yuan
大火,0.020769874280059213,灼灼,yuan
亭亭,0.02076579074482414,灼灼,yuan
賞者,0.020741749345185582,灼灼,yuan
争顰翠蛾,0.020718101670006237,灼灼,yuan
可佳,0.020629048659349794,灼灼,yuan
野花,0.02057162165880304,灼灼,yuan
悽悽,0.020539223316101887,灼灼,yuan
之樹煥,0.02051818645373591,灼灼,yuan
異應,0.02051698988053562,灼灼,yuan
何雄,0.020515145607676824,灼灼,yuan
秋草,0.020508853401364716,灼灼,yuan
著天,0.020438037659840987,灼灼,yuan
人之聞,0.020380151682938864,灼灼,yuan
紅缸,0.02034222513565044,灼灼,yuan
功興,0.02027951921790821,灼灼,yuan
風仲雍揚,0.02025440565656041,灼灼,yuan
無,0.020225416064404436,灼灼,yuan
居然,0.020144901025105362,灼灼,yuan
季女,0.020091214985118747,灼灼,yuan
如雨,0.020047839239672124,灼灼,yuan
聊逢,0.01996681658895344,灼灼,yuan
汀,0.019839417092388106,灼灼,yuan
梳揮手,0.019822389030643962,灼灼,yuan
宋文,0.019816660250668007,灼灼,yuan
時,0.019762948163277408,灼灼,yuan
唯坐,0.019742123994620123,灼灼,yuan
埃西風,0.01972533606341646,灼灼,yuan
中適,0.019682255288457098,灼灼,yuan
散亂,0.019656583710267402,灼灼,yuan
居官,0.019642629747709354,灼灼,yuan
可驚者,0.019528899349273487,灼灼,yuan
紛錯,0.019516337364986924,灼灼,yuan
汗,0.019498992679479524,灼灼,yuan
郎吏,0.0194406176084298,灼灼,yuan
萋,0.019395225374612586,灼灼,yuan
榮紅葩,0.019326515520981847,灼灼,yuan
懷之卒,0.01932333642215454,灼灼,yuan
迤漢宫,0.019321979318993036,灼灼,yuan
錦水邊,0.019288867048509576,灼灼,yuan
之纖枝,0.019284713865628123,灼灼,yuan
惟桃,0.019283080373593525,灼灼,yuan
奇驗,0.019281064181413562,灼灼,yuan
衒,0.019267228726320584,灼灼,yuan
凄凄,0.019263811493496368,灼灼,yuan
還應,0.01925829743330882,灼灼,yuan
如景宿,0.019252911595254014,灼灼,yuan
綠泉,0.019252675495499125,灼灼,yuan
桃有華,0.019179954864583456,灼灼,yuan
罷則,0.019162470610500998,灼灼,yuan
榦,0.01915992166288286,灼灼,yuan
捄,0.019077695797263258,灼灼,yuan
榮瑞兹,0.019054754099843817,灼灼,yuan
然十數,0.018952708067838202,灼灼,yuan
綠葉,0.018937119823323745,灼灼,yuan
漣,0.01878427392755554,灼灼,yuan
故氣,0.018766267644838304,灼灼,yuan
結長,0.018581695298069027,灼灼,yuan
其色,0.018568145088074285,灼灼,yuan
移根,0.018566426098378747,灼灼,yuan
則已,0.018504400799315774,灼灼,yuan
往来,0.0184328794134747,灼灼,yuan
四遐大,0.018306335466636244,灼灼,yuan
萋萋,0.01830321957344435,灼灼,yuan
詭名譽,0.01820900480717568,灼灼,yuan
之羅,0.018197803842531755,灼灼,yuan
盛芬華,0.018175524290388052,灼灼,yuan
飛黃,0.018168682282589815,灼灼,yuan
導仁,0.018139599963138527,灼灼,yuan
溺拯,0.018074808845371187,灼灼,yuan
之殊,0.018072205637948237,灼灼,yuan
同雨染烟,0.01800171899842605,灼灼,yuan
蠓,0.017974268736278016,灼灼,yuan
迥出,0.017853294354486217,灼灼,yuan
多品,0.017732005469236096,灼灼,yuan
抱愁,0.01761573142524648,灼灼,yuan
英布,0.017603156428756307,灼灼,yuan
龜,0.017576532320717323,灼灼,yuan
一經過,0.017547347441705104,灼灼,yuan
桃花,0.017526733944115632,灼灼,yuan
綏山枝,0.017402484038844677,灼灼,yuan
若,0.017390034200433117,灼灼,yuan
尚約束,0.01738418005734949,灼灼,yuan
之映,0.01731781540365854,灼灼,yuan
蕭蕭,0.017307408502535555,灼灼,yuan
花,0.01729363536738021,灼灼,yuan
盛者,0.01728672885992881,灼灼,yuan
間,0.01725298555386562,灼灼,yuan
此去,0.017226979733645946,灼灼,yuan
承天,0.01721059474675555,灼灼,yuan
號紅,0.017208728022128916,灼灼,yuan
聯云前,0.01720581290677029,灼灼,yuan
聖茂哉,0.017176901309739714,灼灼,yuan
帝命,0.01713834739545948,灼灼,yuan
始皇,0.017108373831749218,灼灼,yuan
越受,0.01710547304509335,灼灼,yuan
緣溪,0.017095258118018042,灼灼,yuan
相間,0.01709241251251578,灼灼,yuan
藍無毒,0.017041270561356566,灼灼,yuan
煜,0.01701513962581825,灼灼,yuan
夏,0.01700859307655316,灼灼,yuan
重之至,0.016977671049414673,灼灼,yuan
花數,0.016952814944126208,灼灼,yuan
飲,0.016873586714898907,灼灼,yuan
成仙,0.016793710301123237,灼灼,yuan
岳之勢,0.016756256861803757,灼灼,yuan
宫桃,0.016737294532163313,灼灼,yuan
誕,0.016728587878637218,灼灼,yuan
左散,0.016714325879869853,灼灼,yuan
侵已,0.01670493935378165,灼灼,yuan
果實,0.016642435554265755,灼灼,yuan
而益,0.016550748256751627,灼灼,yuan
周南,0.016546112746307566,灼灼,yuan
愴,0.016522914683426364,灼灼,yuan
酡,0.01647954070541737,灼灼,yuan
人,0.0164726000751705,灼灼,yuan
將持,0.016447667715582363,灼灼,yuan
是,0.01640015935253593,灼灼,yuan
而溫,0.016329997297632886,灼灼,yuan
之葉,0.01629552535458353,灼灼,yuan
緇,0.016294138258553803,灼灼,yuan
滄,0.016239669134606182,灼灼,yuan
危轉,0.01623022208363659,灼灼,yuan
上,0.0162220990971275,灼灼,yuan
火俱燃,0.016191269123253804,灼灼,yuan
前覽,0.016148896838372104,灼灼,yuan
蠛,0.016085727408707853,灼灼,yuan
皇自富,0.01605804592421424,灼灼,yuan
見,0.015999033470734322,灼灼,yuan
荒土,0.015978904428716682,灼灼,yuan
正午,0.015974507055120216,灼灼,yuan
昨,0.015960486162636487,灼灼,yuan
鑒,0.015940055714323408,灼灼,yuan
五六,0.01592264191999948,灼灼,yuan
遠近,0.01590745367389619,灼灼,yuan
隋蕭,0.015873452078087928,灼灼,yuan
生君,0.015864645218957415,灼灼,yuan
然在,0.01586308755364783,灼灼,yuan
逶迤,0.01586212430084103,灼灼,yuan
何草,0.015858470472940592,灼灼,yuan
適自亂,0.015825609420358076,灼灼,yuan
黄紫華,0.015776305374196966,灼灼,yuan
食者,0.015729684231503692,灼灼,yuan
處雲扶,0.01563403248956224,灼灼,yuan
應慘,0.015611068168601458,灼灼,yuan
如峻,0.015580364131140832,灼灼,yuan
之堂,0.015544540447202096,灼灼,yuan
雲行,0.015541837103725135,灼灼,yuan
含宿霧,0.015477304818212785,灼灼,yuan
蒸萬實,0.015468905590195793,灼灼,yuan
傴僂織,0.01546817931185296,灼灼,yuan
活血,0.015466913604312755,灼灼,yuan
浮萍,0.015451831466913708,灼灼,yuan
私與子期,0.015437263931802527,灼灼,yuan
吉祥,0.015406961914649075,灼灼,yuan
凄愴,0.015389899275159448,灼灼,yuan
彼不伐兮秋,0.015387076207075722,灼灼,yuan
出矮牆,0.015337437357666526,灼灼,yuan
漁父,0.015324605564596696,灼灼,yuan
日,0.015186663305486233,灼灼,yuan
來者,0.015083259057305976,灼灼,yuan
照水,0.015010245339018504,灼灼,yuan
亦記,0.014993392826906489,灼灼,yuan
落日,0.0149764716448777,灼灼,yuan
旁多人,0.014974172063031435,灼灼,yuan
𡵯,0.014969564064197248,灼灼,yuan
値,0.014968681339345077,灼灼,yuan
自翳,0.014949275331607685,灼灼,yuan
朱華,0.014943249173540726,灼灼,yuan
驚凡目,0.014893550263311024,灼灼,yuan
栽夭桃,0.014890485988493801,灼灼,yuan
朝霞,0.014837791234198462,灼灼,yuan
枝承蕤,0.01482077998380541,灼灼,yuan
居之大,0.014799337544670813,灼灼,yuan
根偃息瘴蠻,0.014772227142279729,灼灼,yuan
至生,0.014763336651903491,灼灼,yuan
降祉,0.014714696936102216,灼灼,yuan
八九,0.01471313567247278,灼灼,yuan
修,0.01470406478338135,灼灼,yuan
冷,0.014690328078822501,灼灼,yuan
甘自不才,0.01468950975161283,灼灼,yuan
輕擢,0.014679325373102185,灼灼,yuan
萬物樂生,0.014672615033752005,灼灼,yuan
渡時,0.014669571661116227,灼灼,yuan
往來,0.014667424521781035,灼灼,yuan
花憶,0.014640615358978815,灼灼,yuan
素應,0.014636862892418275,灼灼,yuan
揖,0.014624171132878713,灼灼,yuan
競芳,0.014618116304097303,灼灼,yuan
‧,0.01457217578821559,灼灼,yuan
炎炎,0.01455479127939927,灼灼,yuan
獨夭桃,0.014524897349927629,灼灼,yuan
之團團,0.01448679436026038,灼灼,yuan
翻風,0.01447986441311176,灼灼,yuan
山榴開,0.01438944700070272,灼灼,yuan
丹青,0.014367781956109365,灼灼,yuan
業超,0.014356307816144493,灼灼,yuan
之曄若,0.014337124634350383,灼灼,yuan
𣺯,0.014316001133399588,灼灼,yuan
之花,0.014292471205804836,灼灼,yuan
號河陽,0.014284760408478545,灼灼,yuan
宋張,0.014266772461468288,灼灼,yuan
無雜,0.014266772461468284,灼灼,yuan
俞夏園,0.014266772461468282,灼灼,yuan
泰伯,0.014202255614873812,灼灼,yuan
成徑,0.014171372370469419,灼灼,yuan
紅榴吐,0.01414784602782238,灼灼,yuan
擬之于,0.014147190952396095,灼灼,yuan
徳者,0.014118251954602258,灼灼,yuan
翠葉素,0.014089523793672112,灼灼,yuan
釣磯,0.014034759506033579,灼灼,yuan
慤,0.014016736952466016,灼灼,yuan
媚,0.01401303337686288,灼灼,yuan
為,0.013992579004838754,灼灼,yuan
價酬,0.013991063198100935,灼灼,yuan
聯句,0.013943113399462295,灼灼,yuan
龜領,0.01388210263756192,灼灼,yuan
樂挺翠盖,0.013877626361091307,灼灼,yuan
田田,0.013852822024327782,灼灼,yuan
林中,0.013835817196416066,灼灼,yuan
深澗,0.013798084277043402,灼灼,yuan
禍,0.013796312764220903,灼灼,yuan
詎,0.013792518291484413,灼灼,yuan
露華人間,0.013752483066154696,灼灼,yuan
輦,0.013725062041824634,灼灼,yuan
歷波濤,0.013712221235480845,灼灼,yuan
可致,0.013710763788807975,灼灼,yuan
吐桂榮松,0.013690715473497558,灼灼,yuan
蓍,0.01363819667703774,灼灼,yuan
不死花,0.013635846490940092,灼灼,yuan
桃有,0.013631872246483535,灼灼,yuan
記焉,0.013578065696474071,灼灼,yuan
尚繁,0.013560366621338086,灼灼,yuan
敷,0.013557828015928291,灼灼,yuan
無常,0.013490134629283588,灼灼,yuan
只效,0.013470745339896978,灼灼,yuan
盖頌桃,0.01344586825256351,灼灼,yuan
終篇,0.01341363062805062,灼灼,yuan
周,0.013407503581771217,灼灼,yuan
蟄蠢動,0.013400568760984305,灼灼,yuan
奐,0.013387838975053495,灼灼,yuan
半繁枝,0.013354813561000366,灼灼,yuan
王疾,0.013334349817810962,灼灼,yuan
響,0.01327002313769925,灼灼,yuan
地人,0.01326138634218158,灼灼,yuan
遮,0.01325373498342285,灼灼,yuan
載有,0.013204907980352997,灼灼,yuan
子,0.013166090858990533,灼灼,yuan
夫里,0.013159643724353463,灼灼,yuan
英美,0.01314594680158846,灼灼,yuan
五束,0.01313742057056954,灼灼,yuan
漁人求,0.013125357704801202,灼灼,yuan
黄菊,0.013087339306389128,灼灼,yuan
以鎮,0.013071737312099718,灼灼,yuan
朶,0.012986089923206077,灼灼,yuan
其一,0.012973724244983957,灼灼,yuan
華之盛,0.012970358293234324,灼灼,yuan
其少壯,0.01296428522555752,灼灼,yuan
成妍,0.012954091814356257,灼灼,yuan
